id,created_on,property_type,lat,lon,place_name,state_name,surface_total_in_m2,surface_covered_in_m2,description,floor,rooms,expenses
2271589,144720000.0,2,-34.5921361,-58.6446507,280,1,496.0,246.0,0.0,1.0,1.0,7000.0
2271598,144720000.0,1,-34.7048747661,-58.3853559104,316,2,93.0,87.0,0.7,1.0,1.0,15648.8461538
2271599,144720000.0,1,-34.5752453032,-58.4861666214,532,4,85.0,85.0,0.7,1.0,1.0,2800.0
2271604,144720000.0,1,-34.588481,-58.438827,380,4,64.0,49.0,0.7,1.0,2.0,76478.2649641
2271607,144720000.0,3,-34.5930473,-58.5687998,496,1,100.284768212,100.284768212,0.0,1.0,3.0,1933.33333333
2271608,144720000.0,2,-34.5827072,-58.596171,474,1,126.890625,126.890625,0.0,1.0,3.0,730.0
2271615,144720000.0,2,-34.5810011,-58.5814882,496,1,115.0,100.0,0.0,1.0,4.0,1933.33333333
2271700,144720000.0,1,-34.713388,-58.3882402,316,2,50.0,50.0,0.7,1.0,2.0,15648.8461538
2271702,144720000.0,2,-34.6266759,-58.827732,275,1,525.0,197.0,0.75,1.0,1.0,39000.0
2271705,144720000.0,2,-34.6231338,-58.6928535,389,1,2000.0,185.0,0.7,1.0,1.0,20000.0
2271706,144720000.0,1,-34.7645702,-58.3884359,327,2,126.0,54.0,0.0,1.0,3.0,12334.3365385
2271709,144720000.0,1,-34.7029507,-58.5856244,284,1,36.0,36.0,0.0,1.0,2.0,300.0
2271711,144720000.0,1,-34.7029507,-58.5856244,284,1,36.0,36.0,0.0,1.0,2.0,300.0
2271712,144720000.0,1,-34.7029507,-58.5856244,284,1,36.0,36.0,0.0,1.0,2.0,300.0
2271713,144720000.0,1,-34.7029507,-58.5856244,284,1,36.0,36.0,0.0,2.0,2.0,300.0
2271716,144720000.0,1,-34.6143669,-58.5610521,168,1,63.0,60.0,0.0,1.0,3.0,635.0
2271717,144720000.0,1,-34.6143669,-58.5610521,168,1,56.0,53.0,0.0,2.0,3.0,650.0
2271718,144720000.0,1,-34.5893103,-58.6016467,175,1,145.0,145.0,0.7,1.0,5.0,7132.30769231
2271719,144720000.0,1,-34.6281844,-58.3918105,390,4,40.0,40.0,0.0,1.0,1.0,1500.0
2271720,144720000.0,1,-34.6495967,-58.3768881,31,4,73.0,63.0,0.0,1.0,1.0,2000.0
2271721,144720000.0,1,-34.6485374,-58.3774084,31,4,54.0,44.0,0.0,1.0,3.0,1500.0
2271730,144720000.0,1,-34.6082104,-58.3975942,109,4,37.0,37.0,0.0,1.0,1.0,1576.0
2271736,144720000.0,3,-34.5666225,-58.4721291,139,4,52.0,52.0,0.7,6.0,2.0,1800.0
2271738,144720000.0,1,-34.6367041425,-58.47116087,246,4,37.0,33.0,0.7,9.0,1.0,14177.5493274
2271739,144720000.0,1,-34.6367041425,-58.47116087,246,4,36.0,33.0,0.7,8.0,1.0,14177.5493274
2271741,144720000.0,1,-34.5703817791,-58.4340970969,318,4,42.0,42.0,0.0,10.0,1.0,44723.6829268
2271742,144720000.0,1,-34.5703817791,-58.4340970969,318,4,52.0,52.0,0.0,1.0,1.0,44723.6829268
2271743,144720000.0,1,-34.6291402857,-58.4318734598,160,4,36.0,30.0,0.3,4.0,1.0,20105.1021438
2271744,144720000.0,1,-34.6291402857,-58.4318734598,160,4,36.0,30.0,0.3,5.0,1.0,20105.1021438
2271745,144720000.0,1,-34.6291402857,-58.4318734598,160,4,48.0,40.0,0.3,9.0,1.0,20105.1021438
2271746,144720000.0,1,-34.5703817791,-58.4340970969,318,4,52.0,52.0,0.0,3.0,1.0,44723.6829268
2271747,144720000.0,1,-34.5703817791,-58.4340970969,318,4,52.0,52.0,0.0,7.0,1.0,44723.6829268
2271750,144720000.0,1,-34.6283821,-58.4363623,160,4,42.0,39.0,0.3,2.0,1.0,2200.0
2271752,144720000.0,1,-34.6249709,-58.4414353,160,4,65.0,65.0,0.0,6.0,1.0,2360.0
2271753,144720000.0,1,-34.6154120834,-58.4110359023,15,4,123.0,95.0,0.3,1.0,1.0,6500.0
2271754,144720000.0,1,-34.6086249,-58.3906817,185,4,22.0,22.0,0.0,7.0,1.0,2500.0
2271763,144720000.0,1,-34.5726231064,-58.4608453327,139,4,340.0,340.0,0.7,1.0,5.0,19000.0
2271767,144720000.0,2,-34.9605496541,-57.9449307919,309,2,400.0,105.0,0.0,1.0,2.0,7088.48245614
2271768,144720000.0,1,-34.9239970609,-57.9639759145,309,2,100.0,100.0,0.75,1.0,3.0,7088.48245614
2271773,144720000.0,1,-34.6630185522,-58.5810140122,513,1,154.301932367,40.0,0.7,1.0,1.0,3330.76923077
2271774,144720000.0,2,-34.6630185522,-58.5810140122,513,1,230.0,130.0,0.75,1.0,2.0,3330.76923077
2271793,144720000.0,1,-34.6453033,-58.4102914,390,4,112.0,112.0,0.0,1.0,4.0,11985.037037
2271794,144720000.0,1,-34.6318775,-58.3974937,390,4,69.0,69.0,0.0,1.0,3.0,11985.037037
2271855,144720000.0,1,-34.6238335,-58.4885379,247,4,79.0,79.0,0.7,1.0,4.0,13168.0093458
2271861,144720000.0,1,-34.6652921,-58.6047099,169,1,60.0,51.0,0.7,1.0,1.0,9562.98275862
2271863,144720000.0,1,-34.6524942,-58.6400108,169,1,38.0,38.0,0.7,1.0,1.0,9562.98275862
2271977,144720000.0,1,-34.5956613,-58.3861646,412,4,173.0,167.0,0.0,1.0,6.0,9000.0
2271978,144720000.0,1,-34.5895459,-58.3973636,109,4,173.0,167.0,0.0,1.0,6.0,9000.0
2271983,144720000.0,2,-34.617278,-58.848173,369,1,353.841968912,125.0,0.7,1.0,4.0,289318.181818
2271984,144720000.0,1,-34.597004,-58.385049,412,4,125.949090909,20.0,0.0,1.0,1.0,39811.5201613
2271987,144720000.0,1,-34.58513,-58.405452,109,4,105.299454636,105.299454636,0.0,1.0,2.0,37062.8076087
2271988,144720000.0,1,-34.58696,-58.38561,412,4,125.949090909,149.0,0.0,1.0,4.0,39811.5201613
2271989,144720000.0,1,-34.56588,-58.435205,318,4,93.4222222222,160.0,0.7,1.0,5.0,44723.6829268
2271992,144720000.0,3,-34.551461,-58.487286,422,4,90.9554455446,80.0,0.0,1.0,4.0,13400.7798742
2271999,144720000.0,2,-34.6635475,-58.5490075,410,1,300.0,300.0,0.7,1.0,1.0,8275.71856287
2272001,144720000.0,1,-34.6469647,-58.5599982,410,1,70.0,57.0,0.0,1.0,1.0,8275.71856287
2272004,144720000.0,1,-34.5784749,-58.5078248,522,4,58.0,50.0,0.0,1.0,1.0,500.0
2272016,144720000.0,2,-34.663400264,-58.5858510907,513,1,154.301932367,154.301932367,0.7,1.0,1.0,3330.76923077
2272017,144720000.0,2,-34.6024034788,-58.9488598405,254,1,190.0,80.0,0.75,1.0,1.0,14000.0
2272018,144720000.0,2,-34.6307093,-58.8625275,250,1,307.0,70.0,0.0,1.0,1.0,0.0
2272022,144720000.0,2,-34.8880732,-58.4998722,195,2,220.0,164.0,0.7,1.0,1.0,51833.3333333
2272025,144720000.0,2,-34.8994132,-58.4883038,452,2,713.0,220.0,0.7,1.0,1.0,0.0
2272031,144720000.0,2,-34.8880732,-58.4998722,195,2,840.0,420.0,0.7,1.0,1.0,51833.3333333
2272034,144720000.0,2,-34.6588993522,-58.8002293974,369,1,370.0,120.0,0.75,1.0,1.0,289318.181818
2272037,144720000.0,1,-34.6134566172,-58.3903984633,185,4,94.9470198675,90.0,0.0,1.0,1.0,20009.306383
2272042,144806400.0,1,-34.6226092,-58.3914881,430,4,34.0,31.0,0.0,1.0,1.0,16120.6859903
2272048,144806400.0,1,-34.7051914,-58.319866,538,2,41.0,39.0,0.0,1.0,1.0,3600.2
2272073,144806400.0,2,-34.5979738,-58.5490689,455,1,110.561946903,110.561946903,0.0,1.0,2.0,7016.25
2272074,144806400.0,1,-34.5990446,-58.5316169,474,1,126.890625,126.890625,0.0,1.0,3.0,730.0
2272075,144806400.0,1,-34.6021624,-58.5416679,455,1,110.561946903,110.561946903,0.7,1.0,3.0,7016.25
2272103,144806400.0,1,-34.6104015,-58.5322894,523,1,63.0,58.0,0.0,15.0,3.0,1300.0
2272105,144806400.0,1,-34.627632,-58.4400483,160,4,74.0,62.0,0.7,1.0,1.0,20105.1021438
2272106,144806400.0,1,-34.627632,-58.4400483,160,4,65.0,62.0,0.7,5.0,1.0,20105.1021438
2272107,144806400.0,1,-34.627632,-58.4400483,160,4,65.0,62.0,0.7,7.0,1.0,20105.1021438
2272131,144806400.0,2,-34.7265097,-58.2567322,407,2,158.179206566,158.179206566,0.0,1.0,4.0,35690.8333333
2272132,144806400.0,2,-34.7270077659,-58.2683417498,407,2,170.0,170.0,0.0,1.0,4.0,35690.8333333
2272133,144806400.0,1,-34.7180586,-58.2456338,407,2,50.0,50.0,0.0,1.0,1.0,1270.0
2272134,144806400.0,2,-34.723959,-58.2642884,407,2,170.0,170.0,0.75,1.0,4.0,35690.8333333
2272136,144806400.0,1,-34.6399001,-58.4673991,246,4,91.6499356499,91.6499356499,0.75,1.0,3.0,14177.5493274
2272145,144806400.0,1,-34.625205,-58.379194,186,4,88.9305555556,43.0,0.7,1.0,1.0,11426.3461538
2272146,144806400.0,1,-34.625205,-58.379194,186,4,88.9305555556,67.0,0.7,1.0,1.0,11426.3461538
2272175,144806400.0,2,-34.7722577,-58.4310705,327,2,385.0,190.0,0.7,1.0,1.0,12334.3365385
2272176,144806400.0,1,-34.5832935,-58.4238055,380,4,55.0,55.0,0.0,1.0,1.0,76478.2649641
2272177,144806400.0,2,-34.6732283,-58.6108865,370,1,420.0,100.0,0.75,1.0,1.0,8902.46583851
2272179,144806400.0,1,-34.6376022637,-58.5818981423,528,1,34.0,30.0,0.7,1.0,1.0,7947.625
2272185,144806400.0,1,-34.6006352,-58.5411749,455,1,34.0,34.0,0.0,1.0,2.0,7016.25
2272186,144806400.0,1,-34.6006352,-58.5411749,455,1,45.0,45.0,0.0,1.0,2.0,7016.25
2272187,144806400.0,1,-34.6006352,-58.5411749,455,1,59.0,59.0,0.0,1.0,3.0,7016.25
2272190,144806400.0,1,-34.5821150088,-58.4469557143,380,4,90.0,69.0,0.0,1.0,3.0,76478.2649641
2272198,144806400.0,1,-34.616667,-58.45,160,4,88.0,78.0,0.7,1.0,4.0,20105.1021438
2272205,144806400.0,1,-34.5682899,-58.4309082,318,4,23.0,23.0,0.0,1.0,1.0,44723.6829268
2272207,144806400.0,1,-34.6041258351,-58.4500527534,500,4,41.0,41.0,0.0,1.0,2.0,15697.1939292
2272209,144806400.0,1,-34.6243613,-58.4147645,151,4,90.0,75.0,0.7,1.0,3.0,12253.4054054
2272228,144806400.0,1,-34.6061473,-58.5589992,168,1,80.0,75.0,0.3,1.0,3.0,199286.189189
2272235,144806400.0,1,-34.9239970609,-57.9639759145,309,2,108.536585366,108.536585366,0.0,1.0,1.0,7088.48245614
2272237,144806400.0,2,-34.9239970609,-57.9639759145,309,2,108.536585366,108.536585366,0.7,1.0,1.0,7088.48245614
2272246,144806400.0,1,-34.5610097,-58.4433367,139,4,135.0,135.0,0.7,1.0,3.0,48194.9186603
2272252,144806400.0,1,-34.6058885,-58.4237625,15,4,23.0,23.0,0.0,1.0,1.0,21980.0661871
2272285,144806400.0,1,-34.6266051,-58.3759149,448,4,30.0,30.0,0.0,1.0,2.0,17416.0935961
2272287,144806400.0,1,-34.5620844,-58.4566864,139,4,110.0,110.0,0.0,1.0,3.0,48194.9186603
2272288,144806400.0,1,-34.5626013,-58.4507771,139,4,250.0,230.0,0.7,1.0,6.0,48194.9186603
2272300,144806400.0,1,-34.591923,-58.4087574,109,4,96.0,91.0,0.0,1.0,3.0,37062.8076087
2272307,144806400.0,1,-34.6082707995,-58.4329552831,386,4,70.0,64.0,0.3,1.0,4.0,19664.2857143
2272311,144806400.0,1,-34.5975390429,-58.4208499455,15,4,25.0,25.0,0.0,1.0,1.0,21980.0661871
2272315,144806400.0,1,-34.6123977,-58.4069356,28,4,28.0,28.0,0.0,1.0,1.0,15262.9891107
2272322,144806400.0,1,-34.5956613,-58.3861646,412,4,173.0,167.0,0.0,1.0,6.0,39811.5201613
2272328,144806400.0,1,-34.5895459,-58.3973636,109,4,173.0,167.0,0.0,1.0,6.0,37062.8076087
2272332,144806400.0,1,-34.5971060961,-58.3925570814,412,4,59.0,53.0,0.0,1.0,2.0,39811.5201613
2272339,144806400.0,1,-34.5717751,-58.4293739,318,4,130.0,110.0,0.7,1.0,3.0,44723.6829268
2272341,144806400.0,2,-34.6994795,-58.3920795,316,2,167.918367347,110.0,0.0,1.0,1.0,15648.8461538
2272354,144806400.0,1,-34.6018623,-58.385343,475,4,30.0,30.0,0.7,1.0,2.0,25929.5
2272357,144806400.0,1,-34.612651,-58.420819,15,4,43.0,40.0,0.0,1.0,2.0,21980.0661871
2272361,144806400.0,1,-34.5822521039,-58.4055376506,381,4,90.0,83.0,0.0,1.0,3.0,66174.6666667
2272364,144806400.0,1,-34.5873531003,-58.4215195492,384,4,43.0,37.0,0.0,1.0,2.0,9500.0
2272370,144806400.0,1,-34.5866894,-58.3966769,412,4,104.0,95.0,0.0,1.0,3.0,39811.5201613
2272371,144806400.0,1,-34.6211839,-58.3731163,448,4,25.0,22.0,0.7,1.0,1.0,17416.0935961
2272374,144806400.0,1,-34.5985476,-58.3969828,412,4,40.0,40.0,0.0,1.0,2.0,39811.5201613
2272385,144806400.0,1,-34.5957597475,-58.4527277875,382,4,36.0,31.0,0.0,1.0,1.0,22220.1863354
2272386,144806400.0,1,-34.6243432,-58.4415927,160,4,132.0,104.0,0.7,1.0,4.0,20105.1021438
2272403,144806400.0,1,-34.6335652098,-58.466993381,246,4,98.0,95.0,0.7,1.0,4.0,14177.5493274
2272405,144806400.0,3,-34.6672491342,-58.5494652973,328,1,30.0,30.0,0.0,1.0,1.0,2111.11111111
2272408,144806400.0,1,-34.6093439651,-58.3958032931,185,4,65.0,65.0,0.0,1.0,3.0,20009.306383
2272413,144806400.0,1,-34.6211839,-58.3731163,448,4,37.0,37.0,0.7,1.0,1.0,17416.0935961
2272420,144806400.0,1,-34.6422583,-58.5155151,321,4,63.0,57.0,0.3,1.0,2.0,9607.41333333
2272424,144806400.0,1,-34.5852917375,-58.3934888239,412,4,230.0,230.0,0.7,1.0,4.0,39811.5201613
2272427,144806400.0,1,-34.6029631,-58.4084531,15,4,42.0,38.0,0.0,1.0,1.0,21980.0661871
2272432,144806400.0,3,-34.6645187,-58.5918285,513,1,40.0,30.0,0.7,1.0,2.0,3330.76923077
2272434,144806400.0,1,-34.6184227,-58.4657938,246,4,50.0,50.0,0.0,1.0,2.0,14177.5493274
2272438,144806400.0,1,-34.584972,-58.399861,412,4,34.0,34.0,0.0,1.0,1.0,39811.5201613
2272439,144806400.0,1,-34.6173696662,-58.3727729772,448,4,39.0,39.0,0.7,1.0,2.0,17416.0935961
2272440,144806400.0,2,-34.8221612833,-58.1808262056,242,2,212.0,212.0,0.75,1.0,1.0,23500.0
2272442,144806400.0,1,-34.6211839,-58.3731163,448,4,34.0,34.0,0.7,1.0,1.0,17416.0935961
2272445,144806400.0,1,-34.6211839,-58.3731163,448,4,40.0,34.0,0.7,1.0,2.0,17416.0935961
2272447,144806400.0,1,-34.6173696662,-58.3727729772,448,4,79.0,59.0,0.7,1.0,2.0,17416.0935961
2272448,144806400.0,1,-34.6173190698,-58.3727765211,171,4,46.0,39.0,0.7,1.0,2.0,19856.5833333
2272449,144806400.0,1,-34.6211839,-58.3731163,448,4,32.0,27.0,0.7,1.0,1.0,17416.0935961
2272450,144806400.0,1,-34.6173190698,-58.3727765211,171,4,32.0,27.0,0.7,1.0,1.0,19856.5833333
2272451,144806400.0,1,-34.6211839,-58.3731163,448,4,46.0,39.0,0.7,1.0,2.0,17416.0935961
2272452,144806400.0,1,-34.6173696662,-58.3727729772,448,4,45.0,38.0,0.7,1.0,2.0,17416.0935961
2272453,144806400.0,1,-34.6173696662,-58.3727729772,448,4,36.0,26.0,0.7,1.0,1.0,17416.0935961
2272454,144806400.0,1,-34.6172401,-58.3728734,448,4,26.0,23.0,0.7,1.0,1.0,17416.0935961
2272458,144806400.0,1,-34.5967091978,-58.497150782,10,4,187.0,44.0,0.7,1.0,2.0,20963.2142857
2272461,144806400.0,1,-34.6116783,-58.4436231,160,4,47.0,47.0,0.7,1.0,2.0,20105.1021438
2272462,144806400.0,1,-34.6223371,-58.4348467,160,4,24.0,24.0,0.0,1.0,1.0,20105.1021438
2272469,144806400.0,2,-34.8086461995,-58.1649836304,266,2,186.0,124.0,0.0,1.0,1.0,130000.0
2272470,144806400.0,2,-34.7843052741,-58.1963585485,143,2,309.0,272.0,0.7,1.0,1.0,17641.6666667
2272481,144806400.0,1,-34.5974686,-58.4006008,109,4,43.0,43.0,0.0,1.0,2.0,37062.8076087
2272506,144806400.0,2,-34.6365113,-58.6738972,286,1,225.0,94.0,0.7,1.0,5.0,0.0
2272507,144806400.0,1,-34.6463157,-58.5709331,410,1,145.954122753,105.0,0.7,1.0,1.0,8275.71856287
2272511,144806400.0,2,-34.657612868,-58.6119795735,370,1,341.0,220.0,0.7,1.0,1.0,8902.46583851
2272517,144806400.0,1,-34.6098208,-58.3926061,185,4,94.9470198675,35.0,0.7,1.0,1.0,20009.306383
2272519,144806400.0,1,-34.6098208,-58.3926061,185,4,94.9470198675,38.0,0.7,1.0,1.0,20009.306383
2272520,144806400.0,1,-34.5815909718,-58.4237130017,380,4,96.2522872193,45.0,0.3,1.0,1.0,76478.2649641
2272521,144806400.0,1,-34.5848642566,-58.4254089237,380,4,96.2522872193,96.2522872193,0.0,1.0,1.0,76478.2649641
2272523,144806400.0,2,-34.6135662,-58.4721556,502,4,300.0,135.0,0.75,1.0,1.0,15226.9230769
2272524,144806400.0,3,-34.6606491,-58.5677831,410,1,145.954122753,145.954122753,0.0,1.0,1.0,8275.71856287
2272530,144806400.0,2,-34.638384,-58.8510763,250,1,786.981132075,786.981132075,0.7,1.0,1.0,0.0
2272534,144806400.0,1,-34.6087555607,-58.3768817995,365,4,43.0,40.0,0.0,1.0,1.0,12722.1454545
2272538,144806400.0,3,-34.6117948,-58.4452962,160,4,100.0,100.0,0.7,1.0,3.0,20105.1021438
2272541,144806400.0,2,-34.6369835,-58.5847839,269,1,150.0,150.0,0.0,1.0,1.0,9296.41509434
2272543,144806400.0,1,-34.6417467,-58.5700228,410,1,145.954122753,145.954122753,0.7,1.0,1.0,8275.71856287
2272545,144806400.0,2,-34.6570422421,-58.586795954,513,1,154.301932367,154.301932367,0.0,1.0,1.0,3330.76923077
2272555,144806400.0,1,-34.663005,-58.488894,356,4,53.0,53.0,0.0,1.0,3.0,7626.39344262
2272557,144806400.0,3,-34.5533819492,-58.5815143577,474,1,50.0,50.0,0.0,1.0,1.0,730.0
2272562,144806400.0,3,-34.6032027,-58.5529575,455,1,110.561946903,110.561946903,0.0,1.0,3.0,7016.25
2272563,144806400.0,3,-34.5961327,-58.5525816,455,1,110.561946903,110.561946903,0.0,1.0,3.0,7016.25
2272568,144806400.0,1,-34.6028146,-58.5436074,455,1,110.561946903,110.561946903,0.0,1.0,3.0,7016.25
2272570,144806400.0,2,-34.6567682862,-58.6487680533,169,1,120.0,90.0,0.75,1.0,3.0,9562.98275862
2272571,144806400.0,2,-34.6567682862,-58.6487680533,169,1,30.0,30.0,0.0,1.0,1.0,9562.98275862
2272572,144806400.0,2,-34.6567682862,-58.6487680533,169,1,216.0,149.0,0.0,1.0,4.0,9562.98275862
2272573,144806400.0,1,-34.6053767086,-58.5642018639,168,1,60.0,60.0,0.0,1.0,3.0,199286.189189
2272575,144806400.0,2,-29.0326585,-60.3249328667,156,1,120.0,120.0,0.0,1.0,4.0,25136.3636364
2272576,144806400.0,2,-34.6567682862,-58.6487680533,169,1,420.0,162.0,0.75,1.0,5.0,9562.98275862
2272581,144806400.0,1,-34.6219284368,-58.4113028782,185,4,38.0,38.0,0.7,1.0,1.0,20009.306383
2272582,144806400.0,1,-34.5848642566,-58.4254089237,380,4,45.0,45.0,0.3,1.0,2.0,76478.2649641
2272583,144806400.0,1,-34.5848642566,-58.4254089237,380,4,46.0,46.0,0.0,1.0,2.0,76478.2649641
2272607,144806400.0,2,-34.5810677,-58.5803887,496,1,190.0,90.0,0.0,1.0,4.0,1933.33333333
2272608,144806400.0,2,-34.5810677,-58.5803887,496,1,190.0,90.0,0.0,1.0,4.0,1933.33333333
2272637,144806400.0,1,-34.6356042,-58.4076257,390,4,101.39,28.0,0.0,1.0,2.0,11985.037037
2272676,144806400.0,1,-34.9239462,-57.9283744,309,2,108.536585366,108.536585366,0.0,1.0,1.0,7088.48245614
2272689,144806400.0,2,-34.6078118,-58.5801512,168,1,277.0,130.0,-0.7,1.0,1.0,199286.189189
2272695,144806400.0,3,-34.6453943,-58.4931536,385,4,68.0,57.0,0.0,1.0,1.0,11518.1428571
2272745,144806400.0,1,-34.9239970609,-57.9639759145,309,2,108.536585366,108.536585366,0.7,1.0,1.0,7088.48245614
2272748,144806400.0,1,-34.62818,-58.429483,160,4,124.328153019,37.0,0.7,1.0,1.0,20105.1021438
2272749,144806400.0,1,-34.592802,-58.398907,412,4,125.949090909,103.0,0.0,1.0,4.0,39811.5201613
2272755,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,126.0,0.7,1.0,4.0,19032.1373134
2272756,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,88.0,0.7,1.0,3.0,19032.1373134
2272757,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,99.0,0.7,1.0,4.0,19032.1373134
2272758,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,102.0,0.7,1.0,4.0,19032.1373134
2272759,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,99.0,0.7,1.0,4.0,19032.1373134
2272761,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,102.0,0.7,1.0,4.0,19032.1373134
2272762,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,81.0,0.7,1.0,3.0,19032.1373134
2272763,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,81.0,0.7,1.0,3.0,19032.1373134
2272764,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,113.0,0.7,1.0,4.0,19032.1373134
2272765,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,113.0,0.7,1.0,4.0,19032.1373134
2272766,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,131.0,0.7,1.0,4.0,19032.1373134
2272768,144806400.0,1,-34.544897,-58.473037,374,4,90.6013513514,81.0,0.7,1.0,3.0,19032.1373134
2272771,144806400.0,1,-34.582523,-58.451851,183,4,91.7658802178,37.0,0.3,1.0,1.0,20933.0659898
2272779,144892800.0,1,-34.576889,-58.471735,532,4,42.0,38.0,0.7,1.0,2.0,14379.4890282
2272781,144892800.0,1,-34.579717,-58.461141,183,4,80.0,80.0,0.7,1.0,4.0,20933.0659898
2272784,144892800.0,1,-34.576561,-58.471818,139,4,37.0,35.0,0.0,1.0,1.0,48194.9186603
2272785,144892800.0,1,-34.576561,-58.471818,139,4,85.0,35.0,0.7,1.0,1.0,48194.9186603
2272788,144892800.0,2,-34.635772,-58.391405,390,4,253.0,253.0,0.0,1.0,7.0,11985.037037
2272789,144892800.0,1,-34.599552,-58.376863,171,4,118.0,110.0,0.0,6.0,4.0,19856.5833333
2272847,144892800.0,1,-34.585223,-58.393991,412,4,409.0,343.0,0.0,1.0,7.0,39811.5201613
2272874,144892800.0,1,-34.658254,-58.553661,410,1,41.0,41.0,0.0,7.0,2.0,8275.71856287
2272875,144892800.0,2,-34.66523,-58.55651,410,1,142.0,100.0,0.0,1.0,4.0,8275.71856287
2272876,144892800.0,2,-34.659154,-58.575253,513,1,120.0,120.0,0.7,1.0,4.0,3330.76923077
2272878,144892800.0,2,-34.767699,-58.270824,407,2,520.0,181.0,0.7,1.0,4.0,35690.8333333
2272879,144892800.0,1,-34.702474,-58.378154,315,2,127.0,98.0,0.0,1.0,3.0,6492.37735849
2272880,144892800.0,1,-34.553278,-58.475783,422,4,54.0,28.0,0.7,1.0,1.0,13400.7798742
2272882,144892800.0,2,-34.635158,-58.476215,247,4,420.0,350.0,0.7,1.0,4.0,13168.0093458
2272883,144892800.0,1,-34.553256,-58.475979,422,4,33.0,28.0,0.7,1.0,1.0,13400.7798742
2272884,144892800.0,1,-34.628776,-58.465923,246,4,53.0,50.0,0.0,1.0,3.0,14177.5493274
2272885,144892800.0,1,-34.628956,-58.466117,246,4,135.0,130.0,0.3,2.0,6.0,14177.5493274
2272886,144892800.0,1,-34.638398,-58.503898,512,4,44.0,36.0,0.3,2.0,2.0,13105.2631579
2272887,144892800.0,1,-34.590348,-58.401805,412,4,29.0,29.0,0.0,1.0,1.0,39811.5201613
2272889,144892800.0,3,-34.632793,-58.386726,31,4,200.0,190.0,0.0,1.0,6.0,18901.0806452
2272892,144892800.0,1,-34.549741,-58.48622,422,4,44.0,44.0,0.0,1.0,2.0,13400.7798742
2272897,144892800.0,1,-38.416097,-63.616672,164,4,100.0,100.0,0.0,1.0,1.0,4000.0
2272916,144892800.0,1,-34.5778447,-58.4330032,380,4,58.0,54.0,0.7,1.0,1.0,2000.0
2272919,144892800.0,1,-34.5923438489,-58.395055662,412,4,155.0,150.0,0.0,1.0,1.0,7300.0
2272920,144892800.0,2,-34.712959233,-58.2758049813,146,2,127.413385827,127.413385827,0.0,1.0,1.0,8569.0
2272929,144892800.0,3,-34.625556,-58.6260801,530,1,200.0,70.0,0.0,1.0,1.0,1500.0
2272933,144892800.0,1,-34.6084574,-58.4000092915,28,4,50.0,50.0,0.0,1.0,1.0,1550.0
2272937,144892800.0,1,-34.62328,-58.446938,160,4,53.0,53.0,0.0,1.0,3.0,20105.1021438
2272938,144892800.0,1,-34.624847,-58.451998,160,4,130.0,65.0,0.0,1.0,3.0,20105.1021438
2272957,144892800.0,1,-34.578133,-58.423319,380,4,60.0,50.0,0.0,7.0,2.0,76478.2649641
2272971,144892800.0,3,-34.72038,-58.345835,367,2,75.0,46.0,0.3,1.0,2.0,0.0
2273000,144892800.0,3,-34.575605,-58.461756,139,4,183.0,94.0,0.7,2.0,3.0,48194.9186603
2273001,144892800.0,3,-34.579018,-58.445935,183,4,125.0,88.0,0.7,1.0,4.0,20933.0659898
2273002,144892800.0,2,-34.648003,-58.379112,31,4,632.0,420.0,0.0,1.0,12.0,18901.0806452
2273023,144892800.0,1,-34.584747,-58.452802,172,4,38.0,33.0,0.3,1.0,1.0,15815.5737705
2273025,144892800.0,1,-34.589733,-58.403841,109,4,85.0,85.0,0.7,6.0,4.0,37062.8076087
2273049,144892800.0,1,-34.608225,-58.392326,185,4,36.0,34.0,0.7,1.0,1.0,20009.306383
2273052,144892800.0,2,-34.574147,-58.848867,369,1,1900.0,1900.0,0.0,1.0,1.0,289318.181818
2273056,144892800.0,1,-34.5892401,-58.3910319,412,4,100.0,5.0,0.7,1.0,4.0,39811.5201613
2273058,144892800.0,2,-34.6073827,-58.5277316,176,1,45.0,45.0,0.0,1.0,2.0,3440.0
2273059,144892800.0,2,-34.5943283694,-58.5165434344,503,4,450.0,450.0,0.75,1.0,5.0,17540.0980392
2273066,144892800.0,1,-34.596777,-58.440893,500,4,55.0,55.0,0.0,1.0,2.0,15697.1939292
2273069,144892800.0,2,-34.645863,-58.491904,385,4,290.0,238.0,0.7,1.0,6.0,11518.1428571
2273070,144892800.0,1,-34.62886,-58.539526,176,1,105.0,52.0,0.0,2.0,2.0,3440.0
2273074,144892800.0,1,-34.596794,-58.440936,500,4,56.0,56.0,0.0,2.0,3.0,15697.1939292
2273076,144892800.0,3,-34.632572,-58.470783,246,4,120.0,120.0,0.0,1.0,4.0,14177.5493274
